,text,target
4289,Meet the  # volunteers helping after  # Mexico’s  # earthquake : ,0.0
2849, # eqnz and floods are affecting Kiwis and foodbanks .  Help them by securely donating a  $ 50 . 30 Winter Meals Bundle : ,0.0
4386, # Earthquake  # Mexico  # CDMX Proud to see the amount of civilians volunteering in the rescue efforts in Mexico City .   # FuerzaMexico,0.0
3434,Thats what our Prime Minister is . Ὁ7 Prayers for injured  &  everyone .  May Allah protect us all from calamity .   # earthquake  # Mirpur  # AJK,0.0
3706,Allahumma warhamna fainnaka khairur rahemeen .  May Allah keep everyone safe  # Earthquake  # earthquake,0.0
2273,Several NZ ships and a US destroyer will help move up to 1000 people stranded in quake - hit  # Kaikoura   # eqnz,0.0
5058,RT  @ BlueSea1964 :  Ὢ8 White House :   # Trump Is Sending Rescue Teams To Mexico After Earthquake,0.0
4330,RT  @ MsKellyMHayes :  Looking ways to help earthquake victims in Mexico ?  Dont know where to donate ?  I got you .   # MexicoCity  # MexicoCityEarthqu,0.0
5532,"RT  @ rj4gui4r :  Pray for Mexico because of the earthquake, Puerto Rico because of the hurricane, and for the US because our government is try",0.0
2938,RT  @ AuthorNicMorgan :  Praying for those in New Zealand and those affected by the earthquake and possible tsunami .  ❤️,0.0
4380,"Barcelona Foundation and UNICEF donate 200,000 euros to earthquake victims in Mexico",0.0
155, #  3Novices   :   Renison mine sees seismic event  A small earthquake at Tasmania  '  s Renison tin project has created a tem,0.0
5884,"RT  @ WaterEcuador :  Muisne, the epicenter of the quake, is where Water Ecuador was founded .  Please help now :    / ",0.0
3050,Thats so scary ὢDὢD YA ALLAH REHAM FRMA HUM GUNAHGARON KO BKSH DY Ameen Prayers for all those who were affected  *  May Allah protect us from any kind of calamities .  AMEEN  # earthquake,0.0
4027, # Leaders are busy discussing an important issue but Ohh .  .  Could you smell something burning .  .  somewhere .  .  Right there .  .  !  !   # Putin  # Pakistan  # Geneva  # Kashmir,0.0
4237,RT  @ dr_yomz :  Praying for all ὤFὤFὤF  # earthquake,0.0
1982,RT  @ tappybee :  Wellington CBD drinking water looks disgusting  # eqnz,0.0
4801,"RT  @ anagramastudio :  Strength to our Mexico City families  &  friends .  If you want to help earthquake rescue efforts  &  victims, right now  @ to",0.0
4065,"Sir our Support  &  Dua is with you,,, # Pakistan  &   # Turkey will protect whole  # Muslim togather InshaAllah  # OurVoiceErdoğan  # kashmir  # Palestine  # jerusalemisthecapitalofpalestine  # Jerusalem",0.0
4668,9 days after the  # earthquake in  # MexicoCity this adorable  # dog was rescued .  His name is Max  &  hes OK .  So glad they found him !  ὉAὃ6❤  # Mexico,0.0
5298,RT  @ DoreenColondres :  México needs our help as well !  !  !  Donate at least  $ 1 ὤFἿC Check this list,0.0
3553,"The food which was rejected from the Indian Haji camps is being provided to poor poor Pakistanis by taking Rs .  457,000 .   @ ImranKhanPTI You Should Take Notice And Hold Accountable To These Officals Who r Involved In It  @ PTIofficial  @ Maria_Memon  # Pakistan  # ImranKhanPrimeMinister",0.0
218,Building the perfect tracklist to life leave the streets ablaze,0.0
5583,RT  @ RachelAndJun :  Our hearts are with everyone in Kumamoto and Ecuador whos been affected by these earthquakes .   :  (  This is has been a terr,0.0
1466, @ skinskinny thanks from # Italy But now we need urgent aids for the area hit by the  # earthquake ὢ2  # ItalyEarthquake  # terremoto  # PrayersForItaly,0.0
1405,Im so scared about what happened today .   # PrayForItaly  # terremoto,0.0
553,Thousands attend a rally organized by Peace Now protesting the arson attack that took the life of an ,0.0
369,Why is there an ambulance right outside my work,0.0
1385,RT  @ AstroTerry :  Thoughts and prayers for the earthquake victims in  # Italy  # ItalyEarthquake,0.0
5711,Ecuador needs your help .  Please head over to our earthquake relief fund by following the link,0.0
5888,RT  @ solunandre :  Hi  @ thenorthface !  Im from  # Ecuador .  We need your help !  Can you donate tents and sleeping bags ?   # EcuadorEarthquake,0.0
5575," @ TheEllenShow Please support our campaign to help the victims of the earthquake in Mexico, were at  $ 47k !   # FuerzaMexico",0.0
4984,follow me  -  At least 16 nations rally to Mexico’s aid   # News  # earthquake  # earthquakeaid  -  followforfollow,0.0
545,POTUS appoints Brig  .   Gen  .   Richard G  .   Kaiser as member of the Mississippi River Commission  .   Learn more about the MRC  :   ,0.0
884,There is no night so long that it prevents the sun from rising .   # earthquake  # terremoto  # ItalyEarthquake  # PrayForItaly,0.0
5750,RT  @ EmbajadaEcuUSA :  ATTENTION :  donations for the victims of  # Ecuador can be made using the accounts in this link  >  > ,0.0
4104,Army Chief orders troops to participate in earthquake rescue activities .   # pakistan,0.0
1028,RT  @ riotta :  To help victims  # ItalyEarthquake you can use the trusted  @ LaStampa fund  many thanks,0.0
961," @ budweiser138 search the hush tag  # PrayForItaly and youll find so many people like me, were just trying to help our people",0.0
1015, @ zaynmalik ZAYN PLEASE HELP US TO DONATE  # PrayForItaly,0.0
2423,RT  @ cctvnews :  Chinese FM Wang Yi sends condolences to  # NewZealand over Mondays deadly  # earthquake,0.0
6030,"Aftermath of Ecuadors 7 . 8 earthquake .  Rescue workers pictured here are in Tarqui, Manta",0.0
3695,My prayers are with the deceased  &  affectees of  # earthquake I worked tirelessly in 2005 earthquake  &  I am still available now but its time that educated middle class youth comes out of its imaginary world  &  thinks about crores of poor people daily facing economic earthquakes . ,0.0
1465,"i am listening to the news and im totally shooked, i just wanna cry  # terremoto  # ItalyEarthquake  # prayforitaly",0.0
5654,RT  @ GigiTonguet :   @ doctorheart00 Share this link to help the victims of Ecuadors Earthquake !  Thank you ! ,0.0
994,"RT  @ artvhes :  PLEASE DONATE TO 45500 JUST SEND A MESSAGE, IT REALLY CAN HELP A LOT  # PrayForItaly",0.0
4375,RT  @ LeahRemini :  Ways we can help Mexico,0.0
3493, @ OfficialDGISPR Once again our Pride Pakistan Armed Forces are they to rescue our Brothers  &  sisters out their whom got stuck  &  injured in  # earthquake .   # allahuakbar  # PakArmy,0.0
2697,"Its morning, birds are chirping, the sun is warming, life goes on .  Constant aftershocks .  On with the day .   # eqnz",0.0
5550,Venezuela Delivers 10 . 4 Tons of Aid to Earthquake - Ravaged Mexico,0.0
2575,"Kaikoura completely cut off, military chpppers mobilising with supplies .  PM says area is completely devastated .   # eqnz",0.0
74,The Patriots have a ton of cap space along with the 14th pick  .   It wouldn’t be that much of a shock if he returned a…,0.0
5013,I love Mexico and our help is needed .  Heres a list of organizations you can donate to that are helping : ,0.0
4576,"In Mexico City, this Jewish NGO is the go - to agency for earthquake relief",0.0
743,PM John Key sees Kaikouras widespread destruction from air   # eqnz  # kaikoura,0.0
2880,Just arrived in  # NZ and already feeling the aftershocks .  Not very nice .   # eqnz,0.0
5025,"RT  @ MayoClinic :  Mayo Clinic announces a  $ 250,000 donation to  @ Americares in aid to  # HurricaneMaria and  # MexicoEarthquake victims . ",0.0
4102,Please recite Surah - e - Zilazal and pray Allah for mercy  # earthquake,0.0
954,RT  @ GagaMagazineUK :  We are praying for you Italy .  Youre in our thoughts and prayers .   # PrayForItaly,0.0
2964,"RT  @ GrumpyYetAmusin :  Todays a good day to make sure you have booze, chocolate, and crisps in your earthquake emergency kit",0.0
3261,RT  @ Dr_Azhar22 :  Stay safe with Office staff if are you on your job and stay safe with your family if you have home  # earthquake,0.0
3891,The tremors lasted for 8 - 10 seconds and were felt strongly Our prays with them !   # Pakistan  # earthquake,0.0
2343,⚠️My thoughts  &  prayers are with those affected by these quakes .  .  Be safe friends  &  fan .  Be safe .   # eqnz  # Earthquake  # NZ  # HanmerSprings  # Chch,0.0
4281, # Vancouver  # Canada Victorias Mexican Bakery is still taking donations for  # earthquake  # Morelos  # Mexico victims,0.0
4990,Ey  .  @ JustinThomas34 you could help with something for earthquake victims in Mexico  !  !  !   .  @ PGATOUR,0.0
4356,After the earthquake in Mexico we want to help .  Join us Sep 26 to benefit Red Cross Mexico .  Pls retweet and book ! ,0.0
1355,RT  @ Yaila73 :  A Future for  # Amatrice  :  Slow Food Launches a Initiative   # ItalyEarthquake,0.0
3929,"إِذَا زُلْزِلَتِ الْأَرْضُ زِلْزَالَهَا جب زمین بھونچال سے ہلا دی جائے گی Please making Dua for our brothers and sisters ,they have been struck by a devastating  # earthquake, may allah Protect them, heal the injured and have mercy on the dead ameen .  .   # earthquake  # azadkashmir",0.0
3473,Decorate a Small Bedroom  # AHC  # Construction  # RealEstate  # Highrise  # buildings  # Pakistan  # Islamabad  # Rawalpindi  # Apartments  # Hotels  # Commercial  # Residential  # TeamAHC_01 Trending :   # ImranKhan Becky G  # Malaysia  # BillGates  # CPEC,0.0
6166,RT  @ babymagdol :  Prayers to all the people in Ecuador .  I hope you guys are all safeὉ6ἰE,0.0
3830,"Feeling devastated after seeing the images  &  video clips coming from Azad  # Kashmir .  We dont know about the situation in occupied Kashmir, as they are completely disconnected from the world .  Lets hope for peoples safety there .  Allah hum sab par raham kary .  Ameen  # earthquake",0.0
4258,"RT  @ dallasnews :  Mexico earthquake revives memories of 1985 disaster and brings same outpouring of aid, solidarity",0.0
317,Experts in France begin examining airplane debris found on Reunion Island  French air accident experts on Wednesday,0.0
256,Carolina accident  :   Motorcyclist Dies in I  -  540 Crash With Car That Crossed Median  :   A motorcycle rider traveling  .    .    .   ,0.0
5153,"RT  @ PERRYSWlTNESS :  Please send help im stuck in a collapsed building after Mexico Citys earthquake Tlalpan Street 1773, San Diego Churu",0.0
179,There is an emergency evacuation happening now in the building across the street,0.0
674,RT  @ ROBZIK :  To save a life in  # Amatrice after the  # earthquake  ( photo by Massimo Percossi / AP )   # terremoto  # ItalyEarthquake,0.0
4817,RT  @ caryky :  Divert funds from Mexico wall to help hurricane  &  Mexico earthquake victims .   # HurricaneHarvey  # HurricaneIrma  # MexicoEarthquake,0.0
5035," @ PhillyD I dont know if you could still put it in the show but please, if you could mention about the earthquake in Mexico, we need help",0.0
1470,RT  @ SophiaBush :  1 .  Reports coming out of  # ItalyEarthquake say that folks in the town affected will be in dire need of blankets and warm clo,0.0
4163,Politicians express grief over earthquake victims .   # pakistan,0.0
3741,Please everyone recite Surah Zilzal as much as you can .  May Allah SWT keep everyone safe Ameen Summa Ameen  # earthquake  # Mirpur  # azadkashmir,0.0
1801, # Kaikoura resident Diane talks to Red Cross volunteers amid worries her home will be red - stickered   # eqnz,0.0
2985,Ya Allah forgive us  &  protect us .  ὤFὤF  # earthquake,0.0
3556,RT  @ 76Shadabkhan :  Praying for everyone’s safety across the country .  Hope everyone is safe .   # earthquake,0.0
464,My niece just asked me   '  would you be scared if there was an apocalypse here  ?    '     ?    ?    ?    ?  ,0.0
2815,Nightmare material .  Or writing material . ,0.0
2006,RT  @ TwitterAU :  Our thoughts are with everyone in New Zealand .  For info on crisis relief follow our NZ Emergency Response list  / ,0.0
1611,its heartbreaking to hear about a devastating event in such a beautiful country .  my heart goes out to all those affected .   # ItalyEarthquake,0.0
1837,"RT  @ djaybutt :  Disturbing that  @ NZcivildefence called out for poor action on tsunami warnings,  @ geonet gagged on  # eqnz tsunami  / ",0.0
5478,"METALHEADS, MEXICO NEEDS YOUR HELP !  Donate, send a screen print and get our albums !   # Earthquake  # FuerzaMéxico  # AyudaCDMX  # MexicoEstáDePie",0.0
4568,RT  @ ProjectPaz :  Thanks  @ carlalove .  People in the U . S .  can donate to our Earthquake Relief efforts on our website . ,0.0
5402,This Ones for Mexico .  Earthquake .  One hundred percent of the donations will be given to the Mexican Red Cross . ,0.0
4231,We pray for the safety of people affected by the  # earthquake in  # Pakistan .  Our teams have been deployed to carry out emergency work .   @ MuslimAid_PK,0.0
3547,Condolences to the families and loved ones of the victims of the  # earthquake near  # Mirpur  # Pakistan yesterday .  We wish the injured a quick recovery .   @ pid_gov  @ ndmapk  @ pmdgov  @ BelgiumMFA,0.0
5635,RT  @ Franklin_Graham :   .  @ SamaritansPurse is transporting a portable field hospital to  # Ecuador to help treat the many injured .  Please pray .  h,0.0
1330,D - O - N - A - T - E !  !  !   # 45500  # Terremoto  # PotezioneCivile  # Solidarietà  # PrayForItaly  # Donazione,0.0
1702,Great spirit in face of  # eqnz Our thoughts are with you all,0.0
328,Strict liability in the context of an airplane accident   -   ,0.0
2800,RT  @ wgtnfirebirds :  We know cricket is the furthest thing from many peoples minds today and our thoughts are with all affected .   # eqnz,0.0
3045,"KORT Mobile Medical Ambulance is on move with Doctors on Board  !  Area of coverage  :  Jatlan, Sanga , Pulmanda, Small Sharif , Pindi Sabarwal , Sohawa Please Call Emergency Hotline 0342 - 5466911 for any medical aid at your doorstep  # earthquake  # Kashmir  # MirpurAzadKashmir",0.0
4192,Aftershocks within 24 hours⚠️ May Allah protect us all ❤️ὤFἿB Stay Safe Everyone  # Earthquake,0.0
1919,"There was plenty of confusion around last weeks quake, but why ?    # eqnz",0.0
1153,RT  @ Yelena_89 :  Non ci sono paroleὉ4 Che tristezzaὢD Send a text to 45500 to donate 2€἞E἟9 Please spread the wordὤF  # PrayForItaly,0.0
3093,May allah save all people of Pakistan ᾓ2ἿBAameen .   # earthquake,0.0
2554,We hope everyone is safe following this mornings major earthquakes .  Were checking on our staff in affected areas .   # eqnz,0.0
2258, # nzearthquake ya gotta feel4  # earthquake victims having 2deal with  # eqnz  .  Worse4 accident victims  & damaged bodies who hav2deal with  @ ACCNZ,0.0
4840,RT  @ phideltaphi :  We hope all our Members in the Mexico City area are safe after the earthquake .  Our hearts and thoughts are with you ! ,0.0
819,Rejecting the  # Topos team help despite their expertise is an example of the nonsense stories of disasters and aid .   # EcuadorEarthquake,0.0
3871,Are you guys safe ?   # pakistan  # earthquake  # shaking  # KhyberPakhtoonkhwa  # AzadKashmir  # Lahore  # Jhelum,0.0
1313,RT  @ fox25news :  Prayers for  # ItalyEarthquake victims during mass at church in the North End in  # Boston   / ,0.0
5404,RT  @ boilerroomtv :  Sending love to our family in Mexico .  Please consider donating to aid earthquake relief efforts ;  information here :   : ,0.0
2225,Our thoughts are with everyone affected by the Canterbury earthquake last night .  A good shake here at Trinity Hill but no damage  # eqnz,0.0
4639,Were off to deliver tents to  # MexicoEarthquake victims and there will be more deliveries with your help . ,0.0
1594,RT  @ niaforg :   # Italian restaurants rally behind  # Amatrices famous dish to raise money for  # ItalyEarthquake victims  # eatforitaly,0.0
3559,Hope everyone is safe Please pray for the injured  # earthquake,0.0
2591,RT  @ latoyajackson :   # Prayers to those in New Zealand struck by a powerful 7 . 8  # earthquake !  Now a  # tsunami ὣ1please be safe ! ὤFἿC,0.0
3627,Lets pray everyone is safe and may Allah give hadaya  ( guidance )  to our rulers  ( Aapa Firdaus )   # earthquake,0.0
6226,RT  @ hectoryepezm :  Please donate now to help Ecuador after the earthquake !   RT !   # PrayForEcuador,0.0
173,All residents asked to   '  shelter in place  '   are being notified by officers  .   No other evacuation or shelter in place orders are expected,0.0
4230,RT  @ Derajputboy :  Ya Allah keep my hometown  &  all Pakistan safe .   # AJK  # Jhelum  # earthquake,0.0
6158, @ jimmy fallon  @ KevinHart4real  @ TheRock We need your help for the  # EcuadorEarthquake donations please,0.0
737,Video :  Scenes of destruction and devastation from  # eqnz,0.0
769, @ BBC_HaveYourSay Frightening night in Marlborough  .  Aftershocks continuing  .   # eqnz,0.0
6172,"RT  @ PlanGlobal :  Access to food, shelter, clean water and basic sanitation are vital .    # EcuadorEarthquake",0.0
1617,RT  @ hpascartoons :   # terremoto  # PrayForItaly all our love and toughts to the victims and their families Ὁ4ὤFἿC,0.0
2915,"I love NZ, this is pretty but sending my Love to all those affected in the earthquake, even in Auckland we felt it ὢC  # NewZealand  # NZEQ",0.0
5151,"RT  @ 100ResCities :  As volunteers and collected and dispersed supplies in Mexico City, parks and bicycles were lifelines .  via  @ CityLab  : ",0.0
5323,"Mexican Londoner and actor  - Gael Garcia, along Diego Luna, are also raising funds in supporting  # MexicoEarthquake  - ",0.0
6291, @ CNN Please we need help in Ecuador ὤFἿC,0.0
4721,At  # UNGA I thanked Swiss ambassador Jürgen Lauber for the assistance Switzerland ἞8἞D is providing to Mexico ἟2἟D because of the earthquake . ,0.0
5882,RT  @ SustainableAlli :  Our thoughts and prayers are with Ecuador  # PrayForEcuador  # AllYouNeedIsEcuador,0.0
4654, # Cuba send 19 doctors and 18 other  # health workers to help people in  # Oaxaca  # Mexico after  # earthquake  # solidarity  # Japan  # mexicoearthquake,0.0
1089,RT  @ TaZRahman7 :  Praying for the people in Italy who are suffering from earthquake ὡ4ὤFἿB἞E἟9  # PrayForItaly,0.0
6122," # PrayForEcuador , yesterday a 7 . 8 earthquake that was centered near the cost of  # ecuador we are",0.0
6019,RT  @ 5HonTour :   # PrayForEcuadorὤF All our love and prayers are with you after the devastating earthquake .  ¡Fuerza Ecuador἞A἞8❤️ !  Les amamos . ,0.0
216,I gained 3 followers in the last week  .   You  ?   Know your stats and grow with ,0.0
2727,So lucky we got back from Kaikoura a few hours before the earthquake !  Hope everyone is ok  # eqnz,0.0
426,Are souls punished withannihilation  ?    ,0.0
4852,Going to collect water and food for people in need  # earthquake  # mexico i urge you all to make donations to  # CruzRoja  ( red cross ) ,0.0
368, Twelve feared killed in Pakistani air ambulance helicopter crash ,0.0
5121," .  @ ShawnMendes,  @ SalmaHayek, Mark Zuckerberg and more celebrities donate to Mexico City Earthquake relief efforts",0.0
4238,Powerful statement by  # Erdogan on  # Kashmir at  # UNGA Hope other Muslim leaders show the courage and speak for the Muslims  # Pakistan  @ RTErdogan  @ Mustafa_MFA  # Turkey  # Pakistan  @ ImranKhanPTI ὏1WhatsApp :  0300 - 9115919 ὎2἟5἟0,0.0
530,INFANTRY Mens Lume Dial Army Analog Quartz Wrist Watch Sport Blue Nylon Fabric    -   Full rea  ,0.0
0,"A 4  .  6 magnitude   #  earthquake occured at 149 km NNW of Tobelo, Indonesia  .   See the full report at  :  … ",1.0
1,"A 2  .  7 magnitude   #  earthquake occured at 18 km E of Naalehu, Hawaii  .   See the full report at  :    ",1.0
6,"A 2  .  2 magnitude   #  earthquake occured at 2 km WSW of Indios, Puerto Rico  .   See the full report at  :  … ",1.0
9,The quake occurred around 13  :  06 p  .  m  .   local time   (  0606 GMT  )    .   The quake was revised down from an initial magnitude of…,1.0
12,"A 5  .  5 magnitude   #  earthquake occured at 143 km NW of Tobelo, Indonesia  .   See the full report at  :  … ",1.0
13,5  .  37 earthquake occurred near Northern Molucca Sea at 08  :  01 UTC  !     #  earthquake   #  NorthernMoluccaSea,1.0
22,4  .  4 earthquake occurred 59km al O de Tongoy at 07  :  29 UTC  !     #  earthquake,1.0
24,"A 2  .  7 magnitude   #  earthquake occured at 24km NNW of Tehachapi, CA  .   See the full report at  :    ",1.0
26,"A 4  .  8 magnitude   #  earthquake occured at 159 km NW of Tobelo, Indonesia  .   See the full report at  :  … ",1.0
27,"A 2  .  0 magnitude   #  earthquake occured at 11km NNW of Cholame, CA  .   See the full report at  :    ",1.0
28,4  .  0 earthquake occurred near Molucca Sea at 07  :  18 UTC  !     #  earthquake   #  MoluccaSea,1.0
29,4  .  5 earthquake occurred near Molucca Sea at 07  :  20 UTC  !     #  earthquake   #  MoluccaSea,1.0
31,"A 2  .  1 magnitude   #  earthquake occured at 67 km N of Petersville, Alaska  .   See the full report at  :  … ",1.0
34,"A 2  .  2 magnitude   #  earthquake occured at 10km SSW of Manton, CA  .   See the full report at  :    ",1.0
37,4  .  8 earthquake occurred near Molucca Sea at 07  :  00 UTC  !     #  earthquake   #  MoluccaSea,1.0
38,"4  .  3 earthquake occurred 66km al SUR de  TECPAN, GRO at 06  :  34 UTC  !     #  earthquake ",1.0
39,4  .  3 earthquake occurred near Molucca Sea at 06  :  52 UTC  !     #  earthquake   #  MoluccaSea,1.0
40,A 2  .  7 magnitude   #  earthquake occured at Puerto Rico  .   See the full report at  : ,1.0
41,4  .  0 earthquake occurred near Molucca Sea at 06  :  42 UTC  !     #  earthquake   #  MoluccaSea,1.0
42,Earthquake,1.0
43,4  .  4 earthquake occurred near Molucca Sea at 06  :  33 UTC  !     #  earthquake   #  MoluccaSea,1.0
44,4  .  2 earthquake occurred near Molucca Sea at 06  :  34 UTC  !     #  earthquake   #  MoluccaSea,1.0
45,4  .  4 earthquake occurred near Molucca Sea at 06  :  28 UTC  !     #  earthquake   #  MoluccaSea,1.0
46,"A 2  .  6 magnitude   #  earthquake occured at 39 km SSE of Cantwell, Alaska  .   See the full report at  :  … ",1.0
47,"M7   #  EARTHQUAKE  !   154 KM NW OF TOBELO, INDONESIA  
DEPTH  :   47  .  994 KM AT 2023  -  0  -  3 1  :  6  :  13  .  707 UTC VIA   @  EQTW ",1.0
48,"A 7  .  0 magnitude   #  earthquake occured at 154 km NW of Tobelo, Indonesia  .   See the full report at  :  … ",1.0
49,4  .  8 earthquake occurred near Molucca Sea at 06  :  21 UTC  !     #  earthquake   #  MoluccaSea,1.0
51,"A 3  .  3 magnitude   #  earthquake occured at 2 km SW of Fern Forest, Hawaii  .   See the full report at  :  … ",1.0
52,4  .  49 earthquake close to New Zealand at 06  :  14 UTC  !     #  earthquake   #  NewZealand,1.0
54,"M7  .  2   #  EARTHQUAKE  !   150 KM NW OF TOBELO, INDONESIA  
DEPTH  :   60 KM AT 2023  -  0  -  3 1  :  6  :  14  .  0 UTC VIA   @  EQTW ",1.0
