,id,text,lang,timestamp,text_en
20,1.6153202979046687e+18,"RT @enahpiutoficial: El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la ciudad d…",es,2023-01-17 13:09:10.858,RT @enahpiutoficial: #17 Jan 1929 was recorded in the history of Venezuela after the tragic 7.5 earthquake that shook the city of…
21,1.615320324781785e+18,"RT @enahpiutoficial: El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la ciudad d…",es,2023-01-17 13:09:18.441,RT @enahpiutoficial: #17 Jan 1929 was recorded in the history of Venezuela after the tragic 7.5 earthquake that shook the city of…
22,1.6153203623210803e+18,"RT @VTVcanal8: #EFEMÉRIDE🗓️| El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la…",es,2023-01-17 13:09:27.972,RT @VTVcanal8: #EFEMÉRIDE🗓️| The #17 Jan 1929 was recorded in the history of Venezuela after the tragic earthquake of 7.5 that shook the...
23,1.615320434550907e+18,"RT @VTVcanal8: #EFEMÉRIDE🗓️| El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la…",es,2023-01-17 13:09:43.967,RT @VTVcanal8: #EFEMÉRIDE🗓️| The #17 Jan 1929 was recorded in the history of Venezuela after the tragic earthquake of 7.5 that shook the...
24,1.6153204521882132e+18,RT @routedata_north: 1月17日16時37分頃、地震がありました。震源は上川地方北部（和寒町中和付近）、震源の深さは約10km、地震の規模を示すマグニチュードは4.4と推定されます。震度は鷹栖町・比布町・愛別町・和寒町で3、旭川市・東神楽町・当麻町・剣淵町・…,ja,2023-01-17 13:09:48.072,"RT @routedata_north: There was an earthquake on January 17th around 16:37. The epicenter was in the northern part of the Kamikawa region (near Nakawa, Wassamu-cho), the depth of the epicenter was about 10 km, and the magnitude, which indicates the scale of the earthquake, is estimated to be 4.4. The seismic intensity was 3 in Takasu Town, Hippu Town, Aibetsu Town, Wassamu Town, Asahikawa City, Higashi Kagura Town, Toma Town, Kenbuchi Town, ..."
25,1.615320499243946e+18,"RT @enahpiutoficial: El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la ciudad d…",es,2023-01-17 13:09:58.957,RT @enahpiutoficial: #17 Jan 1929 was recorded in the history of Venezuela after the tragic 7.5 earthquake that shook the city of…
26,1.615320566101168e+18,"RT @BEBANEGRA: Un terremoto de magnitud 7.0 ocurrido el 17 de enero de 1929,destruyó la ciudad de Cumaná. El epicentro del sismo se ubicó e…",es,2023-01-17 13:10:14.879,"RT @BEBANEGRA: An earthquake of magnitude 7.0 occurred on January 17, 1929, destroyed the city of Cumaná. The epicenter of the earthquake was located in..."
27,1.6153205971727483e+18,"RT @VTVcanal8: #EFEMÉRIDE🗓️| El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la…",es,2023-01-17 13:10:22.989,RT @VTVcanal8: #EFEMÉRIDE🗓️| The #17 Jan 1929 was recorded in the history of Venezuela after the tragic earthquake of 7.5 that shook the...
28,1.6153206114750382e+18,"RT @BEBANEGRA: Un terremoto de magnitud 7.0 ocurrido el 17 de enero de 1929,destruyó la ciudad de Cumaná. El epicentro del sismo se ubicó e…",es,2023-01-17 13:10:25.763,"RT @BEBANEGRA: An earthquake of magnitude 7.0 occurred on January 17, 1929, destroyed the city of Cumaná. The epicenter of the earthquake was located in..."
29,1.6153206557963387e+18,"#Earthquake M4.6 Near Coast of Central Chile 17 Jan 11:53 UTC - report/info: 
https://t.co/VUc6kSKv6X",en,2023-01-17 13:10:37.358,"#Earthquake M4.6 Near Coast of Central Chile 17 Jan 11:53 UTC - report/info: 
https://t.co/VUc6kSKv6X"
30,1.615320668282798e+18,#Earthquake (#sismo) M4.6 strikes 67 km S of #Lebu (#Chile) 17 min ago. More info: https://t.co/7nxaGmzCcA,en,2023-01-17 13:10:39.924,Earthquake M4.6 strikes 67 km S of Lebu 17 min ago. More info: https://t.co/7inGmzCcA
31,1.6153206868048282e+18,"New #Earthquake. 🌎
4.6 (Mb) - 133 km al noroeste de Temuco - Chile.
2023/01/17 11:53:26 UTC.
App: https://t.co/RblVNxZYn8
#Temuco #Chile #earthquake #sismo #temblor #terremoto https://t.co/FfqDLnMxvZ",es,2023-01-17 13:10:44.026,"New #Earthquake. 🌎
4.6 (Mb) - 133 km northwest of Temuco - Chile.
2023/01/17 11:53:26 UTC.
App: https://t.co/RblVNxZYn8
#Temuco #Chile #earthquake #earthquake #earthquake https://t.co/FfqDLnMxvZ"
32,1.6153207541820293e+18,"RT @MBUDDMA: Faith inspiring stories,literal fulfilment of dreams of Companions of Promised Messiah(as
https://t.co/bXb4eUxmIK
.I was lying…",en,2023-01-17 13:10:59.778,"RT @MBUDDMA: Faith inspiring stories,literal fulfilment of dreams of Companions of Promised Messiah(as
https://t.co/bXb4eUxmIK
.I was lying…"
33,1.6153208177005937e+18,"RT @VTVcanal8: #EFEMÉRIDE🗓️| El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la…",es,2023-01-17 13:11:14.807,RT @VTVcanal8: #EFEMÉRIDE🗓️| The #17 Jan 1929 was recorded in the history of Venezuela after the tragic earthquake of 7.5 that shook the...
34,1.6153208547952763e+18,those myriad6 souls destined7 to be engulfed8 in the earthquake of    48 #广州 #上海 #深圳           https://t.co/m0k3UYW4Iu,en,2023-01-17 13:11:23.914,those myriad6 souls destined7 to be engulfed8 in the earthquake of 48 #Guangzhou #Shanghai #Shenzhen https://t.co/m0k3UYW4Iu
35,1.61532090816358e+18,"(...) Teodora foi a última dessas moças a ser sorteada, chegando lá com 12 anos. Pouco tempo depois um terremoto destruiu a ilha e ela resolveu por respeito manter sua promessa e continuar na torre, mas para poder fazer suas viagens começou a adquirir livros de todo o mundo!",pt,2023-01-17 13:11:36.858,"(...) Teodora was the last of these girls to be drawn, arriving there at the age of 12. Shortly after an earthquake destroyed the island and she decided out of respect to keep her promise and stay in the tower, but in order to travel she started to acquire books from all over the world!"
36,1.6153209279353692e+18,"RT @enahpiutoficial: El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la ciudad d…",es,2023-01-17 13:11:40.802,RT @enahpiutoficial: #17 Jan 1929 was recorded in the history of Venezuela after the tragic 7.5 earthquake that shook the city of…
37,1.615320969127809e+18,those myriad6 souls destined7 to be engulfed8 in the earthquake of    48 #广州 #上海 #深圳           https://t.co/lQ1qpMrFUB,en,2023-01-17 13:11:50.814,those myriad6 souls destined7 to be engulfed8 in the earthquake of 48 #Guangzhou #Shanghai #Shenzhen https://t.co/lQ1qpMrFUB
38,1.615301208260096e+18,"@DODDOD_d おつさん、こんばんは😊
28年って言われるとビックリしますが、そんなに前の感じはしないですね💦
来たるべき時に備えて心も荷物も準備しておきたいですね(*´ｰ｀)",ja,2023-01-17 11:53:19.649,"@DODDOD_d good evening dude 😊
I'm surprised when you say 28 years, but it doesn't feel that long ago💦
I want to prepare my heart and luggage for the time to come (*´ｰ｀)"
39,1.615301300958417e+18,"RT @VTVcanal8: #EFEMÉRIDE🗓️| El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la…",es,2023-01-17 11:53:42.175,RT @VTVcanal8: #EFEMÉRIDE🗓️| The #17 Jan 1929 was recorded in the history of Venezuela after the tragic earthquake of 7.5 that shook the...
40,1.615301406671487e+18,"@oztrk_aydn @BekirTiryakii Her coğrafyada imtihan başka;
Mesela Japonya depremle, Avusturalya yangınlarla, Afrika açlıkla, İskandinav ülkeleri soğuklarla sınanır.
Maalesef Gerizekâlılıkla ve Vatan hainliği ile sınanan tek ülke bizimkisi!
#BoeyleGitmezAKP #deprem #EhliyetAffi #HesapEksideZamNerede #Hatay",tr,2023-01-17 11:54:06.635,"@oztrk_aydn @BekirTiryakii In every geography, the test is different;
For example, Japan is tested by earthquakes, Australia by fires, Africa by hunger, and Scandinavian countries by cold.
Unfortunately, ours is the only country tested with idiocy and treason!
#BoeyleGitmezAKP #earthquake #EhliyetAffi #HesapEksideZamWhere is #Hatay"
41,1.6153015150902108e+18,RT @Douyyds: 晃的我以为地震了哦 https://t.co/MBmYvn8oTi,zh,2023-01-17 11:54:32.776,RT @Douyyds: I thought there was an earthquake https://t.co/MBmYvn8oTi
42,1.6153016250059366e+18,"RT @evrenese: #deprem Mağduriyetimizi anlayacaginizi ve #eyt Kapsam 31.12.1999 olacağı günü dört gözle bekliyoruz.
Syg.
@_cevdetyilmaz
@ekr…",tr,2023-01-17 11:54:59.206,"RT @evrenese: We look forward to the day when you will understand our #earthquake Victimization and #eyt Scope 31.12.1999.
Syg.
@_cevdetyilmaz
@ekr…"
43,1.6153017169410908e+18,阪神大震災28年．忘れないために．地上に現れた活断層と地盤の液状化．1995年3月撮影．#阪神大震災　#兵庫県南部地震 https://t.co/5NSD6aHgIg,ja,2023-01-17 11:55:22.423,28 years after the Great Hanshin Earthquake. In order not to forget. Active faults appearing on the ground and ground liquefaction. Photographed in March 1995. # Great Hanshin Earthquake # Southern Hyogo Prefecture Earthquake https://t.co/5NSD6aHgIg
44,1.6153025429841183e+18,"RT @erozk1: Çok haklıyız 2- Devlet patrona deprem nedeniyle 3 ay işe girişi geç bildirme hakkı verdi #RTErdoğan 
@_cevdetyilmaz 
@nejatkoce…",tr,2023-01-17 11:58:38.221,"RT @erozk1: We are so right 2- The state gave the boss the right to report 3 months late entry due to the earthquake #RTErdoğan
@_cevdetyilmaz
@nejatkoce…"
45,1.6153026404765245e+18,地震雲私も気になるから突き止めてほしい！！！#NHK沼,ja,2023-01-17 11:59:00.868,"I'm curious about the earthquake cloud, so I want you to find out! ! ! #NHK swamp"
46,1.6153027793331282e+18,"本日2023年1月17日で、兵庫県南部地震(阪神淡路大震災)発生から28年。
亡くなられた皆様に哀悼の意を表します。",ja,2023-01-17 11:59:33.917,"Today, January 17, 2023, it has been 28 years since the Hyogo Prefecture Nanbu Earthquake (Hanshin Awaji Earthquake) occurred.
We would like to express our condolences to all those who lost their lives."
47,1.615302907645268e+18,"@03sana11 かもねぇ～
申し訳ないけど、縁が無さすぎて揺れるとちょっとテンション上がるからね(苦笑)",ja,2023-01-17 12:00:04.917,"@03sana11 maybe
I'm sorry, but I feel a little nervous when I shake because there is no edge (bitter smile)"
48,1.615303018081325e+18,沼、面白いけど『そっちは毒の沼だ戻ってこい』という事例がたまにあるからハラハラする。,ja,2023-01-17 12:00:31.336,"The swamp is interesting, but sometimes it's a case of ""that's a poisonous swamp, come back"", so I'm nervous."
49,1.6153030173347267e+18,"RT @edanoyukio0531: 当時は当選一回、30代になったばかりの新人議員でした。被災から数日後、衆議院災害対策特別委員会の現地視察に加えていただき、現地に赴いた時の衝撃は今も忘れられません。
⇒

阪神・淡路大震災から28年 地震発生の午前5時46分に黙とう |…",ja,2023-01-17 12:00:31.887,"RT @edanoyukio0531: At that time, I was elected once and was a rookie lawmaker who had just turned 30. A few days after the disaster, I was invited to participate in a site inspection by the Special Committee on Disaster Countermeasures of the House of Representatives.
⇒

28 years after the Great Hanshin-Awaji Earthquake A moment of silence at 5:46 a.m. when the earthquake occurred |…"
50,1.615303107881341e+18,"RT @bsx3OFpqArGH8eA: ""東日本大震災"" をSBI 北尾吉孝 が予言していた‼

2011年　年頭所感
「自然災害など天変地異の異常や予期せぬ出来事が起き易い。特に地震である。(後略) 」
https://t.co/zBKaLLIJvO

阪神淡路大震災を含む…",ja,2023-01-17 12:00:53.259,"RT @bsx3OFpqArGH8eA: Yoshitaka Kitao of SBI predicted ""Great East Japan Earthquake""!!

New Year's remarks for 2011
“Natural disasters and other natural disasters and unexpected events are likely to occur.Especially earthquakes.(Omitted)”
https://t.co/zBKaLLIJvO

Including the Great Hanshin-Awaji Earthquake…"
51,1.6153066405839503e+18,RT @nacigorur: da yönetimleri “DEPREM DİRENÇLİ KENTLER’ oluşturması için sürekli bir kampanya düzenlemiyor. Belki de böyle bir görevimiz yo…,tr,2023-01-17 12:14:55.212,RT @nacigorur: also their administration does not organize a continuous campaign to create “EARTHQUAKE RESISTANT CITIES”. Maybe we don't have such a task...
52,1.6153067492922204e+18,"RT @anka00001: 17 ağustos 1999 deprem mağdurlarıyız, sayımız az derdimiz büyük. Tek dileğimiz bize ses olmanız. 
@ahaber
@BirGun_Gazetesi
@…",tr,2023-01-17 12:15:20.862,"RT @anka00001: We are victims of the 17 August 1999 earthquake, our numbers are few, our problems are big. Our only wish is for you to be our voice.
@anews
@BirGun_Newspaper
@…"
53,1.6153068583399055e+18,RT @Sonofthebeach33: این سیل نیست بمونی تو خونه تا کشته نشی، این زلزله است باید بیای بیرون تا زنده بمونی؛ تهران ۲۷ دی‌ماه✌🏻  #IRGCterrorist…,fa,2023-01-17 12:15:47,"RT @Sonofthebeach33: This is not a flood, stay at home to avoid being killed, this is an earthquake, you must come out to survive; Tehran, January 27th✌🏻 #IRGCterrorist..."
54,1.615306942217605e+18,"RT @marocyokkai4: @shop_kakiko2 村山富市総理が自衛隊の派遣要請を故意ではないかと思うぐらい遅らせた結果、多くの人が亡くなった。
当時自衛隊は、地震直後にいつでも出動できるようスタンバイしていたことは既に証明されている。",ja,2023-01-17 12:16:06.725,"RT @marocyokkai4: @shop_kakiko2 Many people died as a result of delaying the dispatch request of the Self-Defense Forces to the extent that Prime Minister Tomiichi Murayama thought it was intentional.
It has already been proven that the Self-Defense Forces at that time were on standby ready to be dispatched immediately after the earthquake."
55,1.6153070401168343e+18,"@tgf8mku61wlpds 私は淡路島なので本当に怖くて辛い体験でした😰
我が家は被災自体は大丈夫でしたが画像等を見るとあの時の恐怖がよみがえります🥲
ご不幸にも被災又お亡くなりになられた方々のご冥福をお祈りします🙏",ja,2023-01-17 12:16:29.757,"@tgf8mku61wlpds I am from Awaji Island so it was a really scary and painful experience😰
Our house was safe from the disaster itself, but when I look at the images, etc., the fear of that time revives🥲
I pray for the repose of the souls of those who were unfortunately affected by the disaster or passed away 🙏"
56,1.6153071203328983e+18,"RT @seitenkaze: 維新と協調路線みたいやけどカジノの立ち位置は？
夢洲カジノが大地震で壊滅すると想像できるよね。
それなら作らず震災で命を守る施策の方が余程、府民の為になると思う。
維新とカジノで対峙できるのか、できないのか？
野党なのか？ゆ党なのか？ハッキリして…",ja,2023-01-17 12:16:49.653,"RT @seitenkaze: What is the standing position of the burn casino that looks like a coordinated route with the Restoration?
You can imagine Yumeshima Casino being destroyed by a big earthquake.
In that case, I think it would be much more beneficial for the citizens of the prefecture to take measures to protect lives in the event of an earthquake without making any.
Can you face the Ishin at the casino, or not?
Opposition? Yu party? Be clear..."
57,1.6153072494755512e+18,"RT @0024tmhktb06am: これは閲覧注意なのですが、#阪神淡路大震災 の瞬間のコンビニエンスストアの映像です。
震度３とか４の地震なら「お、地震」って気づけるのですが、唐突に直下で震度７が来るとこうなるので何が起きたのか理解できません。ちなみに、あらゆるものが吹っ…",ja,2023-01-17 12:17:19.987,"RT @0024tmhktb06am: This is a video of a convenience store at the moment of the Great Hanshin-Awaji Earthquake.
If it's an earthquake with a seismic intensity of 3 or 4, I can notice it with ""Oh, an earthquake"", but if a seismic intensity of 7 suddenly comes directly below, I can't understand what happened. By the way, everything blows …"
58,1.6153120794008617e+18,"M 1.5 - Kenai Peninsula, Alaska 
 
Time of Earthquake: 2023-01-17 05:32:52.772000 

1.5 Magnitude earthquake Kenai Peninsula, Alaska
 
View details at: https://t.co/fnXalpXtLO",en,2023-01-17 12:36:31.756,"M 1.5 - Kenai Peninsula, Alaska 
 
Time of Earthquake: 2023-01-17 05:32:52.772000 

1.5 Magnitude earthquake Kenai Peninsula, Alaska
 
View details at: https://t.co/fnXalpXtLO"
59,1.6153127456873185e+18,Malang Residents Feel 4.8M Earthquake for Two Seconds https://t.co/x9lgu1RJQ9 #TempoEnglish,en,2023-01-17 12:39:10.756,Malang Residents Feel 4.8M Earthquake for Two Seconds https://t.co/x9lgu1RJQ9 #TempoEnglish
60,1.615313660288856e+18,"RT @andresiniesta8: Todo mi cariño y fuerza para Kobe y toda su gente en esta fecha tan señalada, hoy que se cumplen 28 años del terremoto…",ja,2023-01-17 12:42:50.858,"RT @ andresiniesta8: All my love and strength for Kobe and all his people on this important date, today the 28th anniversary of the earthquake..."
61,1.615314701881168e+18,@ohfukkewe @EllieRod8 But why does her liner always look like it was done while in a damn earthquake?!? 🤦🏻‍♀️,en,2023-01-17 12:46:56.678,@ohfukkewe @EllieRod8 But why does her liner always look like it was done while in a damn earthquake?!? 🤦🏻‍♀️
62,1.6153158071096156e+18,"RT @VTVcanal8: #EFEMÉRIDE🗓️| El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la…",es,2023-01-17 12:51:19.826,RT @VTVcanal8: #EFEMÉRIDE🗓️| The #17 Jan 1929 was recorded in the history of Venezuela after the tragic earthquake of 7.5 that shook the...
63,1.615316534053974e+18,"M2.2 #earthquake 58mi WNW of #Brawley, CA at 03:50am. 11mi N of Borrego Springs, CA — https://t.co/h2Jn6VmvkV https://t.co/dSDMRHuwhX",en,2023-01-17 12:54:15.047,"M2.2 #earthquake 58mi WNW of #Brawley, CA at 03:50am. 11mi N of Borrego Springs, CA — https://t.co/h2Jn6VmvkV https://t.co/dSDMRHuwhX"
64,1.6153172264371036e+18,"RT @enahpiutoficial: El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la ciudad d…",es,2023-01-17 12:56:58.787,RT @enahpiutoficial: #17 Jan 1929 was recorded in the history of Venezuela after the tragic 7.5 earthquake that shook the city of…
65,1.6153175525987738e+18,"RT @enahpiutoficial: El #17Ene de 1929 quedó grabado en la historia de Venezuela tras el trágico terremoto de 7,5 que sacudió a la ciudad d…",es,2023-01-17 12:58:17.146,RT @enahpiutoficial: #17 Jan 1929 was recorded in the history of Venezuela after the tragic 7.5 earthquake that shook the city of…
66,1.6153179079945134e+18,@lesbopicnic oh no bff….i haven’t slept much,en,2023-01-17 12:59:40.872,@lesbopicnic oh no bff….i haven’t slept much
67,1.615318382991274e+18,"RT @hkgoatman: Earthquake Bird
#ドット絵 #pixelart https://t.co/GzKDCNZe46",en,2023-01-17 13:01:34.936,"RT @hkgoatman: Earthquake Bird
# Dot painting # pixelart https://t.co/GzKDCNZe46"
68,1.615318602445648e+18,"RT @hkgoatman: Earthquake Bird
#ドット絵 #pixelart https://t.co/GzKDCNZe46",en,2023-01-17 13:02:26.784,"RT @hkgoatman: Earthquake Bird
# Dot painting # pixelart https://t.co/GzKDCNZe46"
69,1.615318985318486e+18,"RT @Suchitra_Dass: No one can harm you when God is with you. 
Arsenal 
#earthquake #Accidents https://t.co/EcJ4BwDhl3",en,2023-01-17 13:03:58.161,"RT @Suchitra_Dass: No one can harm you when God is with you. 
Arsenal 
#earthquake #Accidents https://t.co/EcJ4BwDhl3"
70,1.6153194169288868e+18,"Haciendo mandados como cuando Prieto se los exigía...

Julito no me cuelgue!! https://t.co/lBfM7WHXLn",es,2023-01-17 13:05:40.838,"Running errands like when Prieto demanded them...

Julito don't hang up on me!! https://t.co/lBfM7WHXLn"
71,1.615319577390375e+18,#Earthquake (#sismo) M2.5 strikes 71 km SW of #León (#Nicaragua) 7 min ago. More info: https://t.co/OV9IEzAsiq,en,2023-01-17 13:06:18.957,Earthquake M2.5 strikes 71 km SW of Leon (#Nicaragua) 7 min Aug. More info: https://t.co/OV9IEzPicture
72,1.6153012142705254e+18,"RT @livedoornews: 【忘れない】本日1月17日で「阪神淡路大震災」から28年

1995年1月17日午前5時46分に発生。近畿圏の広域が大きな被害を受け、犠牲者は6434人に達した。第二次世界大戦後に発生した地震災害としては当時最大で、この災害を教訓として「DM…",ja,2023-01-17 11:53:21.368,"RT @livedoornews: [Don't forget] 28 years from the ""Hanshin Awaji Earthquake"" on January 17 today

Occurred at 5:46 am on January 17, 1995. A wide area in the Kinki region was severely damaged, and the number of victims reached 6,434. It was the largest earthquake disaster that occurred after World War II at that time."
73,1.6153013039531663e+18,RT @yororolog: 【クジラ】「淀ちゃん」1km流され“岸に漂着” ややこしい事態に　大阪市「対応を再検討」　ネット「地震が心配」「リアル“怪獣のあとしまつ”」「自衛隊がやるしか」 https://t.co/U7DjAEgtWZ,ja,2023-01-17 11:53:42.798,"RT @yororolog: [Whale] ``Yodo-chan'' was swept away 1km and ``washed ashore'' in a complicated situation Osaka City ``reconsider response'' Internet ``worried about earthquake'' ``real ``monster's aftermath'' ``self-defense forces will do it'' Only"" https://t.co/U7DjAEgtWZ"
74,1.6153014028296806e+18,RT @KimuraYouji: 人工地震だと公表したら怒り狂うだろう😡😡😡😡😡,ja,2023-01-17 11:54:07.216,RT @KimuraYouji: They'll get mad if you announce it's an artificial earthquake😡😡😡😡😡
