,text,target
180,I am afraid that the tornado is coming to our area .  .  . ,0.0
181,Three people died from the heat wave so far,0.0
182,Haha South Tampa is getting flooded hah -  WAIT A SECOND I LIVE IN SOUTH TAMPA WHAT AM I GONNA DO WHAT AM I GONNA DO FVCK  # flooding,0.0
183, # raining  # flooding  # Florida  # TampaBay  # Tampa 18 or 19 days .  I have lost count ,0.0
184, # Flood in Bago Myanmar  # We arrived Bago,0.0
185,Damage to school bus on 80 in multi car crash  # BREAKING ,0.0
186,What is up man ? ,0.0
187,I love fruits,0.0
188,Summer is lovely,0.0
189,My car is so fast,0.0
190,What a goooooooaaaaaal !  !  !  !  !  ! ,0.0
191,this is ridiculous .  .  .  . ,0.0
192,London is cool  ;  ) ,0.0
193,Love skiing,0.0
194,What a wonderful day ! ,0.0
195,LOOOOOOL,0.0
196,No way .  .  . I cannot eat that shit,0.0
197,Was in NYC last week ! ,0.0
198,Love my girlfriend,0.0
199,Cooool  :  ) ,0.0
200,Do you like pasta ? ,0.0
201,The end ! ,0.0
202, @ bbcmtd Wholesale Markets ablaze ,0.0
203,We always try to bring the heavy .   # metal  # RT ,0.0
204, # AFRICANBAZE :  Breaking news : Nigeria flag set ablaze in Aba .  ,0.0
205,Crying out for more !  Set me ablaze,0.0
206,On plus side LOOK AT THE SKY LAST NIGHT IT WAS ABLAZE ,0.0
207, @ PhDSquares  # mufc they have built so much hype around new acquisitions but I doubt they will set the EPL ablaze this season . ,0.0
208,INEC Office in Abia Set Ablaze  -  ,0.0
209,Barbados  # Bridgetown JAMAICA  Two cars set ablaze :  SANTA CRUZ  Head of the St Elizabeth Police Superintende .  .  .   ,0.0
210,Ablaze for you Lord  : D,0.0
211,Check these out :       # nsfw,0.0
212,"on the outside you are ablaze and alive
but you are dead inside",0.0
213,Had an awesome time visiting the CFC head office the ancop site and ablaze .  Thanks to Tita Vida for taking care of us  ?  ? ,0.0
214,SOOOO PUMPED FOR ABLAZE  ?  ?  ?  ?   @ southridgelife,0.0
215,I wanted to set Chicago ablaze with my preaching .  .  .  But not my hotel !  ,0.0
216,I gained 3 followers in the last week .  You ?  Know your stats and grow with ,0.0
217,How the West was burned :  Thousands of wildfires ablaze in California alone ,0.0
218,Building the perfect tracklist to life leave the streets ablaze,0.0
219,Check these out :       # nsfw,0.0
220,First night with retainers in .  It is quite weird .  Better get used to it ;  I have to wear them every single night for the next year at least . ,0.0
221,Deputies :  Man shot before Brighton home set ablaze ,0.0
222,"Man wife get six years jail for setting ablaze niece
",0.0
223,SANTA CRUZ  Head of the St Elizabeth Police Superintendent Lanford Salmon has r  .  .  .   -   ,0.0
224,Police :  Arsonist Deliberately Set Black Church In North CarolinaAblaze ,0.0
225,Noches El - Bestia  '  @ Alexis_Sanchez :  happy to see my teammates and training hard  ?  ?  goodnight gunners .  ?  ?  ?  ?  ?  ?   ' ,0.0
226, # Kurds trampling on Turkmen flag later set it ablaze while others vandalized offices of Turkmen Front in  # Diyala ,0.0
227,TRUCK ABLAZE  :  R21 .  VOORTREKKER AVE .  OUTSIDE OR TAMBO INTL .  CARGO SECTION .  ,0.0
228,Set our hearts ablaze and every city was a gift And every skyline was like a kiss upon the lips  @  ,0.0
229,They sky was ablaze tonight in Los Angeles .  I am expecting IG and FB to be filled with sunset shots if I know my peeps !  ! ,0.0
230,How the West was burned :  Thousands of wildfires ablaze in  # California alone   # climate  # energy ,0.0
231,Revel in yours wmv videos by means of mac farewell ablaze wmv en route to dvd :  GtxRWm,0.0
232,"Progressive greetings ! 

In about a month students would have set their pens ablaze in The Torch Publications '  .  .  .  ",0.0
233,Rene Ablaze  &  Jacinta  -  Secret 2k13  ( Fallen Skies Edit )   -  Mar 30 2013  ,0.0
234, @ Navista7 Steve these fires out here are something else !  California is a tinderbox  -  and this clown was setting my  ' hood ablaze  @ News24680,0.0
235, # NowPlaying :  Rene Ablaze  &  Ian Buff  -  Magnitude    # EDM,0.0
236, @ nxwestmidlands huge fire at Wholesale markets ablaze ,0.0
237, @ ablaze what time does your talk go until ?  I do not know if I can make it due to work . ,0.0
238, ' I cannot have kids cuz I got in a bicycle accident  &  split my testicles .  it is impossible for me to have kids '  MICHAEL YOU ARE THE FATHER,0.0
239,Accident on I - 24 W  # NashvilleTraffic .  Traffic moving 8m slower than usual .  ,0.0
240,Accident center lane blocked in  # SantaClara on US - 101 NB before Great America Pkwy  # BayArea  # Traffic ,0.0
241, Had a  # personalinjury accident this summer ?  Read our advice  &  see how a  # solicitor can help  # OtleyHour,0.0
242, # stlouis  # caraccidentlawyer Speeding Among Top Causes of Teen Accidents   Car Accident tee,0.0
243,Reported motor vehicle accident in Curry on Herman Rd near Stephenson involving an overturned vehicle .  Please use .  .  .  ,0.0
244,BigRigRadio Live Accident Awareness,0.0
245,I - 77 Mile Marker 31 South Mooresville  Iredell Vehicle Accident Ramp Closed at 8 / 6 1 : 18 PM,0.0
246,RT  @ SleepJunkies :  Sleeping pills double your risk of a car accident ,0.0
247, ' By accident '  they knew what was gon happen ,0.0
248,Traffic accident N CABRILLO HWY / MAGELLAN AV MIR  ( 08 / 06 / 15 11 : 03 : 58 ) ,0.0
249,I - 77 Mile Marker 31 to 40 South Mooresville  Iredell Vehicle Accident Congestion at 8 / 6 1 : 18 PM,0.0
250,the pastor was not in the scene of the accident .  .  .  .  .  . who was the owner of the range rover  ? ,0.0
251,"mom :   ' we did not get home as fast as we wished '  
me :   ' why is that ?  ' 
mom :   ' there was an accident and some truck spilt mayonnaise all over  ?  ?  ?  ?  ?  ? ",0.0
252,I was in a horrible car accident this past Sunday .  I am finally able to get around .  Thank you GOD ?  ? ,0.0
253,Can wait to see how pissed Donnie is when I tell him I was in ANOTHER accident ?  ? ,0.0
254, # TruckCrash Overturns On  # FortWorth Interstate  Click here if you have been in a crash > ,0.0
255,Accident in  # Ashville on US 23 SB before SR 752  # traffic ,0.0
256,Carolina accident :  Motorcyclist Dies in I - 540 Crash With Car That Crossed Median :  A motorcycle rider traveling .  .  .  ,0.0
257,FYI CAD : FYI :   ; ACCIDENT PROPERTY DAMAGE ; NHS ; 999 Piner RD / Horndale DR,0.0
258,RT nAAYf :  First accident in years .  Turning onto Chandanee Magu from near MMA .  Taxi rammed into me while I was halfway turned .  Everyone conf,0.0
259,Accident left lane blocked in  # Manchester on Rt 293 NB before Eddy Rd stop and go traffic back to NH - 3A delay of 4 mins  # traffic,0.0
260, ; ACCIDENT PROPERTY DAMAGE ;  Piner RD / Horndale DR,0.0
261, ?  ?  ?  ?  it was an accident ,0.0
262,FYI CAD : FYI :   ; ACCIDENT PROPERTY DAMAGE ; WPD ; 1600 S 17TH ST,0.0
263,2015 - 08 - 06 @ 2 : 09 PM :  TRAFFIC ACCIDENT NO INJURY at 2781 WILLIS FOREMAN RD ,0.0
264,Aashiqui Actress Anu Aggarwal On Her Near - Fatal Accident ,0.0
265,Suffield Alberta Accident ,0.0
266,9 Mile backup on I - 77 South .  .  . accident blocking the Right 2 Lanes at Exit 31 Langtree Rd .  .  . consider NC 115 or NC 150 to NC 16 as alternate,0.0
267,Has an accident changed your life ?  We will help you determine options that can financially support life care plans and on - going treatment . ,0.0
268, # BREAKING :  there was a deadly motorcycle car accident that happened to  # Hagerstown today .  I will have more details at 5  @ Your4State .   # WHAG,0.0
269, @ flowri were you marinading it or was it an accident ? ,0.0
270,only had a car for not even a week and got in a fucking car accident  .  .  Mfs cannot fucking drive  . ,0.0
271, .  @ NorwayMFA  # Bahrain police had previously died in a road accident they were not killed by explosion ,0.0
272,I still have not heard Church Leaders of Kenya coming forward to comment on the accident issue and disciplinary measures # ArrestPastorNganga,0.0
273, @ afterShock_DeLo scuf ps live and the game .  .  .  cya,0.0
274," ' The man who can drive himself further once the effort gets painful is the man who will win .  '  
Roger Bannister",0.0
275,320  [ IR ]  ICEMOON  [ AFTERSHOCK ]   |    |   @ dj icemoon  |   # Dubstep  # Trap Music  # DnB  # EDM  # Dance  # Ices ,0.0
276, ' There is no victory at bargain basement prices .  '  Dwight David Eisenhower,0.0
277,320  [ IR ]  ICEMOON  [ AFTERSHOCK ]   |    |   @ dj icemoon  |   # Dubstep  # Trap Music  # DnB  # EDM  # Dance  # Ices ,0.0
278, ' Nobody remembers who came in second .  '  Charles Schulz,0.0
279, @ afterShock_DeLo im speaking from someone that is using a scuf on xb1 most of them people will end up getting on for ps also . ,0.0
280, ' The harder the conflict the more glorious the triumph .  '  Thomas Paine,0.0
281, # GrowingUpSpoiled going clay pigeon shooting and crying because of the  ' aftershock ' ,0.0
282,So i guess no one actually wants any free Aftershock TC .  .  .  .  . ,0.0
283,Aftershock was the most terrifying best roller coaster I have ever been on .   * DISCLAIMER *  I have been on very few . ,0.0
284,Aftershock ,0.0
285,320  [ IR ]  ICEMOON  [ AFTERSHOCK ]   |    |   @ dj icemoon  |   # Dubstep  # Trap Music  # DnB  # EDM  # Dance  # Ices ,0.0
286,320  [ IR ]  ICEMOON  [ AFTERSHOCK ]   |    |   @ dj icemoon  |   # Dubstep  # Trap Music  # DnB  # EDM  # Dance  # Ices ,0.0
287,320  [ IR ]  ICEMOON  [ AFTERSHOCK ]   |    |   @ dj icemoon  |   # Dubstep  # Trap Music  # DnB  # EDM  # Dance  # Ices ,0.0
288, @ KJForDays I am seeing them and Issues at aftershock  ?  ? ,0.0
289,320  [ IR ]  ICEMOON  [ AFTERSHOCK ]   |    |   @ dj icemoon  |   # Dubstep  # Trap Music  # DnB  # EDM  # Dance  # Ices ,0.0
